"id","index","type","score","date","speaker","party","function","role","paragraphs_count","house","highlight text"
"uk.proc.d.1988-11-25.3.2.4","uk.proc","speech",0.7578355,"1988-11-25","Sir Geoffrey Howe","Conservative","The Secretary of State for Foreign and Commonwealth Affairs","government",4,"commons"," has launched an historic process of political and economic reform in his country. His thinking has become more radical as he has come to realise the full extent of the overhaul that is needed. We welcome what Mr. Gorbachev is trying to do. If he succeeds, it will be an event of far-reaching importance for the <em>Soviet</em> Union and for the wider world"
"uk.proc.d.1982-12-15.13.1.14","uk.proc","speech",0.7578355,"1982-12-15","The Secretary of State for Foreign and Commonwealth Affairs (Mr. Francis Pym)","Conservative","The Secretary of State for Foreign and Commonwealth Affairs","government",4,"commons"," change of leadership in Moscow. We all agreed on our desire to improve relations with the members of the Warsaw Pact. We made good progress in our discussions of the handling of East-West economic relations. We agreed that our bilateral economic and trade relations with the <em>Soviet</em> Union and Eastern Europe must be consistent with our security, and"
"uk.proc.d.1976-05-12.7.1.57","uk.proc","speech",0.7578355,"1976-05-12","Mr. Cronin","Labour","","mp",5,"commons","These are helpful points in debate and I will deal with them. The interesting point about the <em>Soviet</em> Navy is that it is largely an anti-submarine war navy. The <em>Soviet</em> Navy has one aircraft carrier undergoing trials. The United States and Britain have between them 16 carriers and 10 small carriers. Any navy which has to contest the high seas cannot"
"uk.proc.d.1962-11-19.5.1.3","uk.proc","speech",0.7578355,"1962-11-19","The Joint Under-Secretary of State for Foreign Affairs (Mr. Peter Thomas)","Conservative","The Joint Under-Secretary of State for Foreign Affairs","government",6,"commons","With your permission, Mr. Speaker, and that of the House, I will now answer Question No. 70. Her Majesty's Minister in Budapest was officially informed by the Hungarian Government on 14th November that since the majority of the espionage offences alleged to have been committed by Mr. Wynne were against the <em>Soviet</em> Union, he had been extradited by"
"uk.proc.d.1956-10-29.7.1.1","uk.proc","speech",0.7578355,"1956-10-29","The Secretary of State for Foreign Affairs (Mr. Selwyn Lloyd)","Conservative","The Secretary of State for Foreign Affairs","government",7,"commons"," the Hungarian Government called in the aid of <em>Soviet</em> troops. Those already in Hungary were speedily reinforced by <em>Soviet</em> forces from neighbouring countries. Some of the <em>Soviet</em> units have behaved with the utmost ruthlessness, as has the Hungarian Security Police throughout. Nevertheless, the Hungarians have not given in and appear from some reports to"
"uk.proc.d.1948-03-03.7.1.2","uk.proc","speech",0.7578355,"1948-03-03","Mr. Bevin","Labour","The Secretary of State for Foreign Affairs","government",3,"commons","At the Moscow Conference in December, 1945, it was decided to set up a Joint <em>Soviet</em>-American Commission, composed of representatives of the <em>Soviet</em> and United States Commands in Korea, who were to consult with the Korean democratic parties, with a view to the establishment of a provisional Government. Unfortunately, the activities of the Joint"
"uk.proc.d.1955-03-28.16.1.1","uk.proc","speech",0.7548224,"1955-03-28","The Minister of State for Foreign Affairs (Mr. Anthony Nutting)","Conservative","The Minister of State for Foreign Affairs","government",9,"commons","With permission, Mr. Speaker, I will now make a statement in answer to Question No. 9. The House will be aware that the United Nations General Assembly laid down that the discussions of the United Nations Disarmament Sub-Committee, at Lancaster House, should be conducted in private. In spite of this, Mr. Gromyko, the <em>Soviet</em> delegate to the Sub"
"uk.proc.d.1991-03-14.11.1.7","uk.proc","speech",0.7548224,"1991-03-14","The Parliamentary Under-Secretary of State for Foreign and Commonwealth Affairs (Mr. Mark Lennox-Boyd)","Conservative","The Parliamentary Under-Secretary of State for Foreign and Commonwealth Affairs","government",6,"commons"," Broadgreen that his speech was not about Anglo-<em>Soviet</em> relations but was a litany of despair that the <em>Soviet</em> people should have gone so astray. He admitted, honestly and indeed proudly, that he was a Marxist analysis. Of course we are all proud of the fact that, in this country and this House, everyone is entitled to his opinions and has an opportunity"
"uk.proc.d.1956-05-07.30.1.1","uk.proc","speech",0.7548224,"1956-05-07","Mr. Nutting","Conservative","The Minister of State for Foreign Affairs","government",8,"commons"," progress in the recent meetings of the Sub-Committee as we had hoped. The differences with the <em>Soviet</em> Union which my right hon. and learned Friend described on 16th April have not been resolved. The visit of the <em>Soviet</em> leaders helped us to understand their position more clearly, but it did not, unfortunately, enable us to solve the major difficulties"
"uk.proc.d.1948-04-06.10.2.2","uk.proc","speech",0.7548224,"1948-04-06","Mr. Bevin","Labour","The Secretary of State for Foreign Affairs","government",8,"commons","I would now like to make a statement on the general situation in Berlin. The House will have seen from the Press the general trend of events there. The difficulty began with the departure of the <em>Soviet</em> representatives from the Control Council on 20th March. The House will remember that, owing to the failure to establish economic unity in Germany"
"uk.proc.d.1985-03-12.9.1.134","uk.proc","speech",0.7548224,"1985-03-12","Mr. Mikardo","Labour","","mp",12,"commons","No, I am not giving way. I want to draw to a close. Other hon. Members want to speak. I hope that the hon. Gentleman will catch your eye, Mr. Deputy Speaker. In the <em>Soviet</em> Union a man can be denied employment, and often is, in the public sector solely because of his political beliefs. In Great Britain a man can be denied employment in some parts"
"uk.proc.d.1947-08-13.28.1.39","uk.proc","speech",0.7548224,"1947-08-13","Mr. Pritt","Labour","","mp",4,"commons","I did not raise this question. All I was saying is that the reason the lady wanted to retain her British nationality was in order not to be prevented from coming to England, not because of obstacles placed by the <em>Soviet</em> authorities but because of obstacles which would have been placed by the British authorities. Quite frankly, to the hon. Member"
"uk.proc.d.1982-07-19.13.1.50","uk.proc","speech",0.747236,"1982-07-19","Mr. Davies","Labour","","mp",2,"commons"," matter, he should have discussed it in depth instead of saying what he did, and nothing else at all. I say again that it is perfectly possible, in a time of international tension, for the war to start at sea, not on land, and for the <em>Soviet</em> Union to declare a part of the North Atlantic a total exclusion zone. In the debate on 7 July, the Secretary"
"uk.proc.d.1989-12-20.17.1.6","uk.proc","speech",0.747236,"1989-12-20","The Minister of State, Foreign and Commonwealth Office (Mr. William Waldegrave)","Conservative","The Minister of State, Foreign and Commonwealth Office","government",4,"commons","—joyfully, I am sure—to genuinely and democratically elected partners. The 1PU has an important role in validating the newly elected parliamentarians of the countries of eastern Europe. My hon. Friend the Member for Arundel spoke of the scale of the changes in the <em>Soviet</em> Union. We must be humble before that scale of events. Perhaps we should also be"
"uk.proc.d.1984-03-09.3.1.33","uk.proc","speech",0.747236,"1984-03-09","Mr. James Lamond","Labour","","mp",12,"commons"," realised by many hundreds, thousands and perhaps millions in Britain —that a nuclear holocaust is possible in the next few years. Positive steps should be taken to prevent that. It is not a good argument to say that in the past the <em>Soviet</em> Union, even when it was tsarist Russia, had the same deeply underlying political philosophy as us. After all"
"uk.proc.d.1986-04-30.6.1.3","uk.proc","speech",0.747236,"1986-04-30","Mr. Eggar","Conservative","The Parliamentary Under-Secretary of State for Foreign and Commonwealth Affairs","government",6,"commons","I thank the hon. Gentleman for his kind remarks about Foreign Office officials—I shall pass those remarks on—and about the active role that the British Council has played with regard to the students. I am sure that the <em>Soviet</em> embassy will take careful note of what the hon. Gentleman said about <em>Soviet</em> secrecy. I simply repeat what I said in my"
"uk.proc.d.1973-10-18.15.1.31","uk.proc","speech",0.747236,"1973-10-18","Mr. Goodhart","Conservative","","mp",4,"commons","I accept the point made by my hon. Friend, and I am willing to see the embargo lifted for the Jordanian orders, too. Irael's frustrations are much increased by the knowledge that for more than a week the <em>Soviet</em> Union has been pouring arms into Egypt and Syria. My right hon. Friend the Foreign Secretary believes that Mr. Kosygin is in Cairo on a"
"uk.proc.d.1980-03-17.7.1.130","uk.proc","speech",0.747236,"1980-03-17","Mr. Nicholas Winterton","Conservative","","mp",5,"commons"," they should not be used by this Government as the sole political pawn in their determination to impress on the <em>Soviet</em> Union that we profoundly disagree with the invasion of an independent, non-aligned country, namely, Afghanistan. If my party had proposed a total boycott of the <em>Soviet</em> Union, involving trade, commerce and cultural and political"
"uk.proc.d.1976-02-24.15.1.107","uk.proc","speech",0.747236,"1976-02-24","Mr. Ian Sproat","Conservative","","mp",4,"commons"," advantage, it is that of \"Gulliverisation\", of tying down the more aggressive aims of the <em>Soviet</em> Union by a little bit here and a little bit there. The declarations of principle in Basket I do not count for a great deal, but in so far as they count for anything, they are to our advantage because at least they are declarations against which the"
"uk.proc.d.1988-11-25.3.2.6","uk.proc","speech",0.747236,"1988-11-25","Sir Geoffrey Howe","Conservative","The Secretary of State for Foreign and Commonwealth Affairs","government",5,"commons","The hon. Gentleman made a point that I have made on many occasions, and it is important to concede it. But the two conflicts to which he referred—bloody and dreadful as were their consequences for the people of the <em>Soviet</em> Union—occurred decades ago. The points that he made show why we should be concerned about historial recollection in the <em>Soviet</em>"
"uk.proc.d.1992-01-14.9.1.48","uk.proc","speech",0.747236,"1992-01-14","Mr. Kaufman","Labour","","mp",3,"commons","That failure was not recognised in the way that the hon. Gentleman implies by Chancellor Kohl or President Mitterand who, with the Italian Government, wished to provide substantial aid for the <em>Soviet</em> Union at the G7 summit. If the United Kingdom had been with Germany, Italy and France, there would have been a majority at the G7 summit for"
"uk.proc.d.1991-06-27.11.1.16","uk.proc","speech",0.747236,"1991-06-27","Mr. Carlisle","Conservative","The Parliamentary Under-Secretary of State for Defence Procurement","government",5,"commons"," respond in detail to the Committee's conclusions. The Government will respond to the Committee's views in due course. \"Options for Change\" is a major restructuring of our armed forces which reflects and responds to the political changes in eastern Europe and the <em>Soviet</em> Union and the conclusion of the treaty on conventional forces in Europe. Those"
"uk.proc.d.1949-02-07.27.1.70","uk.proc","speech",0.747236,"1949-02-07","Mr. Platts-Mills","Labour","","mp",3,"commons"," myself to answering only one point, that raised by the hon. Lady the Member for North-West Camberwell (Mrs. Corbet). It is true that people in Western Europe are completely uninformed about the <em>Soviet</em> Union. I should be the last to suggest that the standard of living of the people in Eastern Europe and the <em>Soviet</em> Union compares with the West. Of"
"uk.proc.d.1981-06-23.8.1.127","uk.proc","speech",0.747236,"1981-06-23","Mr. Snape","Labour","","mp",4,"commons"," whether the <em>Soviet</em> Union would be in too much of a hurry to go through a far worse experience in the event of a third world war. We must get away from the view that both sides must negotiate from a position of strength. The hon. Member for Windsor and Maidenhead made that point. I am sure that counterparts are to be found somewhere in the Kremlin urging"
"uk.proc.d.1978-02-06.4.1.76","uk.proc","speech",0.747236,"1978-02-06","Mr. Tomlinson","Labour","The Under-Secretary of State for Foreign and Commonwealth Affairs","government",5,"commons","If the right hon. Gentleman will contain himself, I shall refer to this problem later in my remarks. I said that I should be dealing with specific questions but that first I wanted to make a few general observations. The behaviour of outside Powers such as the <em>Soviet</em> Union in the African context is relevant to the general state of East-West"
"uk.proc.d.1980-02-01.3.1.52","uk.proc","speech",0.747236,"1980-02-01","Mr. Heffer","Labour","","mp",4,"commons","I apologise. That is the advice that I was given. I believe that the right hon. Gentleman will accept my word when I say that I am no apologist for the <em>Soviet</em> Union and <em>Soviet</em> leaders. Their so-called brand of Socialism is not Socialism at all. Socialism cannot be built without democracy. I therefore take issue with my hon. Friend the Member for"
"uk.proc.d.1987-10-22.7.1.65","uk.proc","speech",0.747236,"1987-10-22","Mr. Douglas","Scottish National Party","","mp",4,"commons",". In the June 1987 Bulletin of the Atomic Scientists the writers state clearly: The benefits of verification, like those of the broader agreement it serves, must exceed its risks. The primary risks of an intrusive verification system involve the potential compromise of national and industrial secrets to <em>Soviet</em> inspectors who would have at least the"
"uk.proc.d.1949-05-12.22.1.26","uk.proc","speech",0.747236,"1949-05-12","Mr. Warbey","Labour","","mp",2,"commons"," done and said by the <em>Soviet</em> Union in the last three or four years. I give that to them. I can understand their reactions to some of the ways in which the <em>Soviet</em> Union has behaved in the last three years or so, but I say to them: You are allowing yourselves to be driven down a fatal course by <em>Soviet</em> and American policy; you have not an independent"
"uk.proc.d.1970-11-11.7.1.2","uk.proc","speech",0.747236,"1970-11-11","The Minister of State for Defence (Lord Balniel)","Conservative","The Minister of State for Defence","government",5,"commons"," internationally recognised lights which showed that she could not easily manoeuvre. After the launch of the first aircraft a <em>Soviet</em> Kotlin class destroyer approached the \"Ark Royal\" on a collision course from the starboard bow. The carrier took what avoiding action she could and put her engines at full astern but she was unable to miss the <em>Soviet</em>"
"uk.proc.d.1986-06-18.11.1.120","uk.proc","speech",0.7441797,"1986-06-18","Mr. Lawrence","Conservative","","mp",14,"commons"," to spread abroad the good name of Britain's democracy and our way of life and rule of law. Perhaps I should tell my hon. Friend the Minister of State that a famous refusenik—I am sure he will not mind my naming him—Victor Brailovsky in Moscow told me that he thought the reason why the <em>Soviet</em> Union did not jam the BBC overseas services in English"
"uk.proc.d.1927-05-26.12.1.29","uk.proc","speech",0.7395718,"1927-05-26","Sir A. CHAMBERLAIN","null","","mp",2,"commons","Sir A. CHAMBERLAIN: The hon. Member, I think, is mistaken. They do not believe it to be a forgery, but they wish him to believe it. At that point I became responsible for the conduct of foreign relations. I have had a series of interviews with the different <em>Soviet</em> Chargés d'Affaires, and I am prepared to present to the House the despatches in"
"uk.proc.d.1980-11-24.12.1.72","uk.proc","speech",0.7395718,"1980-11-24","Mr. David Atkinson","Conservative","","mp",9,"commons"," Speech. I am sure that they will appreciate in time. This debate is on foreign affairs. I think that the House will agree that since we last debated a Gracious Speech the greatest threat to world peace has been the <em>Soviet</em> occupation of Afghanistan. We have also seen the massive clampdown in the <em>Soviet</em> Union and Eastern Europe on people campaigning for"
"uk.proc.d.1976-03-31.10.1.25","uk.proc","speech",0.7395718,"1976-03-31","Mr. Mason","Labour","The Secretary of State for Defence","government",11,"commons"," difficult to launch today than ever before. What of detente, that is, working towards a consistent relaxation of tension between East and West? We need to consider who is serious about detente. Ought the Alliance to conclude from <em>Soviet</em> capabilities and from our analysis of its possible intentions that detente is a sham, to be rejected out of hand"
"uk.proc.d.1939-07-31.31.4.53","uk.proc","speech",0.7395718,"1939-07-31","Dr. Haden Guest","Labour","","mp",5,"commons"," help thinking is the central feature of the foreign situation at the present time. I refer to the state of our relations and negotiations with the <em>Soviet</em> Union. The hon. Gentleman pointed out certain difficulties of understanding between our selves and the people of the United States, who are closely akin to our selves. A great many of them are one"
"uk.proc.d.1987-04-07.11.1.63","uk.proc","speech",0.73026866,"1987-04-07","Mrs. Renée Short","Labour","","mp",13,"commons"," people of the <em>Soviet</em> Union\".— [Official Report , 2 April 1987; Vol. 113, c. 1225.] That is a good start to warmer relations and a better understanding of the <em>Soviet</em> Union and her people. Had the Prime Minister had an open mind about the <em>Soviet</em> Union, she need not have been so struck, for she would have known that already. My visits to the <em>Soviet</em> Union"
"uk.proc.d.1980-04-01.22.1.3","uk.proc","speech",0.73026866,"1980-04-01","The Minister of State, Foreign and Commonwealth Office (Mr. Peter Blaker)","Conservative","The Minister of State, Foreign and Commonwealth Office","government",23,"commons"," freedom in Eastern Europe and the <em>Soviet</em> Union. He has travelled to the <em>Soviet</em> Union and has displayed his knowledge tonight and on other occasions, for he is the rapporteur of the Assembly of the Council of Europe committee on relations with non-member countries, which is currently dealing with the question of freedom of thought, conscience and"
"uk.proc.d.1978-06-07.6.1.113","uk.proc","speech",0.72831553,"1978-06-07","Mr. Blaker","Conservative","","mp",14,"commons","I do not know what experience the hon. Member for Walton has had of negotiating with the <em>Soviet</em> Union, but what we have been saying from these Benches would not be regarded by the <em>Soviet</em> Union, in reality, as offensive, dangerous or a return to the cold war. It would be recognised as a sensible, robust position. What should our policies be? The"
"uk.proc.d.1977-05-18.7.1.88","uk.proc","speech",0.72831553,"1977-05-18","Mr. Blaker","Conservative","","mp",17,"commons","The hon. Gentleman made that point earlier, and it is a totally false one. I am prepared to see the Final Act performed completely if the <em>Soviet</em> Union is prepared to follow every part of it. I am not content if the <em>Soviet</em> Union picks and chooses and says that it will perform the economic sections of the Act but not the human rights sections. We"
"uk.proc.d.1977-03-01.8.1.90","uk.proc","speech",0.72831553,"1977-03-01","Mr. Blaker","Conservative","","mp",13,"commons"," proper implementation of the Helsinki Agreement, he did not criticise the <em>Soviet</em> maltreatment of dissidents. If he said that on some other occasion, it was surprising that he did not list that in the answer to which I have referred. We have certainly not heard from the Prime Minister in recent days any criticism of <em>Soviet</em> treatment of Mr. Orlov or of"
"uk.proc.d.1977-05-18.7.1.73","uk.proc","speech",0.7259649,"1977-05-18","Mr. Edward Lyons","Labour","","mp",26,"commons","As you have correctly said, Mr. Deputy Speaker, this has been an excellent and interesting debate. I do not believe that we can have double standards in terms of human rights. Therefore, when I criticise the <em>Soviet</em> Union, as I shall, I should make it clear that, were South Africa or Chile signatories at Helsinki, I should also criticise them. The"
"uk.proc.d.1968-01-24.8.1.215","uk.proc","speech",0.71608734,"1968-01-24","Mr. Eldon Griffiths","Conservative","","mp",5,"commons"," history for all practical purposes it has been the British Gulf, but today the prospect is that the successors to the British will be neither Arabs nor Persians, but conceivably the <em>Soviet</em> Union. I am not one who reacts to each and every sign of <em>Soviet</em> penetration as a threat to peace. The <em>Soviet</em> Union is a world Power. We cannot corral her in"
"uk.proc.d.1984-03-09.3.1.26","uk.proc","speech",0.71608734,"1984-03-09","Mr. Walker","Conservative","","mp",6,"commons","I think that you will find as I continue, Mr. Deputy Speaker, that they are related very much to the motion when one considers their effect on the Third world. It is to that area that I am turning while discussing relations with the <em>Soviet</em> Union. EC food surpluses and high interest rates in the United States have made it impossible for Third world"
"uk.proc.d.1984-03-09.3.1.44","uk.proc","speech",0.71608734,"1984-03-09","Mr. David Heathcoat-Amory","Conservative","","mp",17,"commons"," relations are better since the accession of the new <em>Soviet</em> leader. There are small but unmistakable signs on the part of the <em>Soviet</em> Union to explore some new avenues and to move some way away from previously entrenched positions. Some of the Delphic utterances from the Kremlin can be interpreted as conciliatory. Nothing dramatic has happened. It is not"
"uk.proc.d.1984-03-09.3.1.45","uk.proc","speech",0.71608734,"1984-03-09","Mr. David Winnick","Labour","","mp",18,"commons","The remarks of the hon. Member for Tayside, North (Mr. Walker) will do little to improve Anglo-<em>Soviet</em> relations. His was not a thoughtful speech, unlike that of the hon. Member for Wells (Mr. Heathcoat-Amory). Moreover, some comments during the first half of the hon. Gentleman's speech seemed to be almost an apology for the South African regime. I"
"uk.proc.d.1987-03-09.9.2.37","uk.proc","speech",0.71608734,"1987-03-09","Mr. Younger","Conservative","The Secretary of State for Defence","government",5,"commons","My hon. Friend is correct. Of course, the precise positioning of where we can agree to have those 100 missiles in the <em>Soviet</em> Union will be an important part of the negotiations. Having reached the zero-100 solution, the <em>Soviet</em> Union then put up another obstacle. Mr. Gorbachev had agreed at his Geneva summit with President Reagan in 1985 that an"
"uk.proc.d.1975-07-15.13.1.30","uk.proc","speech",0.71608734,"1975-07-15","Mr. Churchill","Conservative","","mp",7,"commons"," criterion: is this genuine détente or is it a fraud? I speak as one who believes in close relations and understanding between the <em>Soviet</em> Union and ourselves. I also believe that such relations can bring forth successful agreement on specific and clear fields of common interest. We have seen this in the Partial Test-ban Treaty and in the Non"
"uk.proc.d.1975-07-15.13.1.49","uk.proc","speech",0.71608734,"1975-07-15","Mr. Peter Blaker","Conservative","","mp",12,"commons","When we are considering negotiations with the <em>Soviet</em> Union my mind goes back to the time, rather over 20 years ago, when I was personally involved in the negotiations by which Western Germany was brought into NATO, and the attitude of the <em>Soviet</em> Union at that time; because the <em>Soviet</em> Union told us that if we brought Germany into NATO we would not"
"uk.proc.d.1980-04-28.10.1.6","uk.proc","speech",0.71608734,"1980-04-28","Mr. Blaker","Conservative","The Minister of State, Foreign and Commonwealth Office","government",6,"commons"," section of the London embassy concerned or from the headquarters in Eastern Europe of the relevant trading organisation. My hon. Friend may have in mind the possibility that some <em>Soviet</em> inspectors in this country are involved in industrial intelligence-gathering activities. I am sure that most British companies, particularly those with international"
"uk.proc.d.1951-06-25.15.1.2","uk.proc","speech",0.71608734,"1951-06-25","The Secretary of State for Foreign Affairs (Mr. Herbert Morrison)","Labour","The Secretary of State for Foreign Affairs","government",7,"commons","The House will be aware of the statement made by the Delegations of the United Kingdom, France and the United States at Paris on 21st June—that the <em>Soviet</em> attitude had unhappily made further discussions on the present basis useless. It is a matter for deep regret that this situation should have been reached after four months of discussion in which"
"uk.proc.d.1978-03-14.8.1.93","uk.proc","speech",0.71608734,"1978-03-14","Mr. Williams","null","","mp",7,"commons","I agree about that, but of all the areas in which the <em>Soviet</em> Union has increased its forces it is in the tactical area that it has increased them least. I take the hon. Member's point. It is important that we concentrate on the areas for stability in terms of weapons. The <em>Soviet</em> Union is concerned about the nuclear question. We have an opportunity"
"uk.proc.d.1988-11-22.5.1.106","uk.proc","speech",0.71608734,"1988-11-22","Mr. Cook","Labour","","mp",7,"commons","I am so pleased that the hon. Gentleman took the groundbait. He has put on record the fact that, although we claim to have negotiated from a position of strength, the strength was on the <em>Soviet</em> side. There was no concession to the deployment of cruise or Pershing, as the hon. Gentleman has already conceded. The Soviets had more and they could have"
"uk.proc.d.1988-06-30.12.1.116","uk.proc","speech",0.71608734,"1988-06-30","Mrs. Chalker","Conservative","The Minister of State, Foreign and Commonwealth Office","government",7,"commons"," see him back in our debates today. In giving him that warm welcome back, I should say that it was great to have the most interesting speech of my right hon. Friend the Member for Old Bexley and Sidcup (Mr. Heath). Both spoke with wisdom and sincerity about the dramatic changes taking place in the <em>Soviet</em> Union. It is clear that the <em>Soviet</em> party"
"uk.proc.d.1982-12-15.13.1.85","uk.proc","speech",0.71608734,"1982-12-15","Mr. Hurd","Conservative","The Minister of State, Foreign and Commonwealth Office","government",7,"commons","I am replying to points raised in the debate. The right hon. Gentleman listed several countries and organisations, not always accurately, to prove the point about universality, but he made no mention of the influence of peace movements in or on the <em>Soviet</em> Union, which is understandable, because such influence is impossible to detect. Fair-minded"
"uk.proc.d.1977-03-28.7.1.76","uk.proc","speech",0.71608734,"1977-03-28","Mr. Roderick MacFarquhar","Labour","","mp",5,"commons"," strategic context. It is essential, as has already been mentioned, to look at probabilities as well as capabilities. Looking at the overall aims of the USSR, one finds that it is quite clear that the <em>Soviet</em> Union—its leaders have stated this in so many words—sees deténte as a context in which to continue the struggle with the West by other means. The"
"uk.proc.d.1955-03-14.26.1.35","uk.proc","speech",0.71608734,"1955-03-14","Mr. Mott-Radclyffe","Conservative","","mp",7,"commons"," security to the world. It is a great deal easier to talk about getting agreement than actually to get it. Let us be frank about this. In order to get agreement on disarmament with the <em>Soviet</em> Union, we must, first, overcome the age-old suspicion, going back into the centuries, of all Russians towards all foreigners. The second obstacle to be overcome is"
"uk.proc.d.1992-01-14.9.1.138","uk.proc","speech",0.71608734,"1992-01-14","Mr. Benn","Labour","","mp",7,"commons","I am outside the constraints of the 10-minute rule, but should like to develop my points first. I put it to the Secretary of State that it was the policy of the west to bankrupt the <em>Soviet</em> Union. Ken Coates, who is a Member of the European Parliament and a friend of mine, has just returned from a mission to the <em>Soviet</em> Union. I asked him for his"
"uk.proc.d.1972-02-24.15.1.74","uk.proc","speech",0.71608734,"1972-02-24","Mr. John Cronin","Labour","","mp",5,"commons","I propose to devote most of my speech to the operations of the British Army in Ulster. But I should like first to take up a few points made by the hon. Member for Plymouth, Devonport (Dame Joan Vickers) about the adequacy of our arms generally. She drew attention to the expansion of the <em>Soviet</em> Navy, and I think one of the dominating factors in"
"uk.proc.d.1931-05-18.28.4.113","uk.proc","speech",0.71608734,"1931-05-18","Mr. DALTON","unknown","","mp",3,"commons"," been exported, under the export credits scheme, to the <em>Soviet</em> Union. To take the attitude that has been taken by the Prime Minister this afternoon and by my right hon. Friend the Foreign Secretary on previous occasions, and the attitude that I am taking now, namely, that we do not intend to make ourselves ridiculous by continually addressing"
"uk.proc.d.1939-11-30.14.4.2","uk.proc","speech",0.71608734,"1939-11-30","The Prime Minister","Conservative","The Prime Minister","government",5,"commons","The House will be aware that for some time past there has been an exchange of views between the <em>Soviet</em> and Finnish Governments on certain questions, mainly of a strategic character, raised by the former. Some apprehension had been expressed by the <em>Soviet</em> Government at the proximity of Leningrad to the Finnish frontier, which is in fact only some"
"uk.proc.d.1946-10-23.30.1.17","uk.proc","speech",0.71608734,"1946-10-23","Mr. Pritt","Labour","","mp",2,"commons","They are already one of the controlling Powers of the Danube. Coming back to the question of <em>Soviet</em> abuse, their newspapers do not accuse us of wholesale rape, of abduction of children, or pouring rockets over Sweden which are discovered to be meteors, and then when they prove to be meteors, switch over and accuse us a week later of pouring"
"uk.proc.d.1970-03-09.6.2.134","uk.proc","speech",0.71608734,"1970-03-09","Mr. Griffiths","Conservative","","mp",11,"commons","No doubt, Mr. Deputy Speaker, you will be the judge of the generality or otherwise of the remarks that I have to make. I have indicated that the <em>Soviet</em> fleet has built up extremely rapidly. It is important that we grasp how rapidly so that we can judge the adequacy of the Navy Estimates which are before us. The Soviets ended the Second World War"
"uk.proc.d.1977-03-22.10.1.83","uk.proc","speech",0.71608734,"1977-03-22","Mr. John Roper","Labour","","mp",5,"commons"," <em>Soviet</em> GNP allocated to defence. It is now between 11 per cent. and 13 per cent., whereas on an earlier calculation it was much smaller, but if we go back to the original CIA figures, examining the percentage of <em>Soviet</em> GNP devoted to defence, we see that the 5 per cent. growth referred to in the White Paper broadly represents the rate of growth of"
"uk.proc.d.1975-03-25.8.1.77","uk.proc","speech",0.71608734,"1975-03-25","Mr. Janner","Labour","","mp",7,"commons","The Arabs do not want to get killed or involved in wars. It is not to their advantage that they should get involved in another war. We have to show the <em>Soviet</em> Union that each of us is involved in his own way. I hope my hon. Friend is actively concerned with some of the movements for the dissidents. I hope that he will take the opportunity of"
"uk.proc.d.1947-08-13.26.1.2","uk.proc","speech",0.71608734,"1947-08-13","Earl Winterton","Conservative","","mp",3,"commons",", about this situation. I think it will interest the House. I am informed that during and just after the war about 30 officers, other ranks and officials connected with various British Missions in Moscow, Murmansk and elsewhere, contracted marriages with <em>Soviet</em> girls. The first point I wish to make, which is an important one, is that the <em>Soviet</em> raised"
"uk.proc.d.1954-11-17.10.1.51","uk.proc","speech",0.71608734,"1954-11-17","Mr. Mott-Radclyffe","Conservative","","mp",5,"commons","Oh, yes. I can assure the hon. Gentleman that that point was made on every occasion. What I want to explain to the House is that the ordinary <em>Soviet</em> citizen lives in fear of another world war breaking out. The phrase that is on everybody's lips—and I think the hon. Gentleman the Member for Wednesbury (Mr. S. N. Evans) will bear this out—is"
"uk.proc.d.1929-12-18.32.1.110","uk.proc","speech",0.7144943,"1929-12-18","Sir A. CHAMBERLAIN","unknown","","mp",4,"commons"," invitation, and the <em>Soviet</em> Government replied safeguarding the position which they have always taken up. The right hon. Gentleman has admitted that their answer was ambiguous. Why did not he clear up the ambiguity before beginning the conversations He preferred to begin the conversations, and the next stage is that they break off the conversations"
"uk.proc.d.1980-04-28.9.1.78","uk.proc","speech",0.7144943,"1980-04-28","Mr. Soley","Labour","","mp",6,"commons","I thought that I dealt with that in the earlier part of my argument. One reason behind the <em>Soviet</em> attitude was basically the events of 1962 in Cuba and the <em>Soviet</em> Union's desire to become a world super Power. The other reason was the threat of China. In those terms, it is understandable. We must ask ourselves what the <em>Soviet</em> Union's intentions are"
"uk.proc.d.1976-02-24.15.1.98","uk.proc","speech",0.7144943,"1976-02-24","Mr. Churchill","Conservative","","mp",13,"commons"," relations between Britain and the <em>Soviet</em> Union, a genuine relaxation of tension and, as an ultimate goal, general disarmament. However, I fear that we are a long way from all those objectives. There is also a general recognition that the alternative to co-existence is co-extinction and it is in this context that most hon. Members have approached"
"uk.proc.d.1954-03-04.13.4.126","uk.proc","speech",0.7144943,"1954-03-04","Mr. Foot","Labour","","mp",6,"commons"," Government have all the time sought to pretend to the country that their aim and their purpose was to prepare us and make the necessary arrangements to deal with a giant <em>Soviet</em> attack, a general military attack. That was the danger which was portrayed before us in 1951 and 1952, and indeed at an earlier date. That is still the main excuse for the"
